SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Hemitriccus iohannis,Johannes's Tody-Tyrant,jottyr1,species,16351.0,JTTY JOTT,HEIO,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Hemitriccus striaticollis,Stripe-necked Tody-Tyrant,snttyr2,species,16352.0,SNTT,HEST,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Hemitriccus nidipendulus,Hangnest Tody-Tyrant,hattyr1,species,16355.0,HATT HTTY,HENI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Hemitriccus margaritaceiventer,Pearly-vented Tody-Tyrant,pvttyr1,species,16358.0,PVTT,HEMA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Hemitriccus inornatus,Pelzeln's Tody-Tyrant,pettyr1,species,16368.0,PETT PTTY,HEIN,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Hemitriccus minimus,Zimmer's Tody-Tyrant,zittyr1,species,16369.0,ZITT ZTTY,HEMI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Hemitriccus granadensis,Black-throated Tody-Tyrant,btttyr1,species,16370.0,BTTT,HEGR,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Hemitriccus cinnamomeipectus,Cinnamon-breasted Tody-Tyrant,cbttyr1,species,16378.0,CBTT,HECI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Hemitriccus mirandae,Buff-breasted Tody-Tyrant,bbttyr2,species,16379.0,BBTT,HEMI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Hemitriccus kaempferi,Kaempfer's Tody-Tyrant,kattyr1,species,16380.0,KATT KTTY,HEKA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Hemitriccus rufigularis,Buff-throated Tody-Tyrant,btttyr2,species,16381.0,BTTT,HERU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Hemitriccus furcatus,Fork-tailed Pygmy-Tyrant,fotpyt1,species,16382.0,FTTT FTPT,HEFU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Hemitriccus sp.,Hemitriccus sp.,hemitr1,spuh,16383.0,,,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Poecilotriccus ruficeps,Rufous-crowned Tody-Flycatcher,rcttyr1,species,16384.0,RCTF,PORU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Poecilotriccus luluae,Johnson's Tody-Flycatcher,johtot1,species,16389.0,LUTF JTFL JOTF LTFL,POLU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Poecilotriccus albifacies,White-cheeked Tody-Flycatcher,wcttyr1,species,16390.0,WCTF,POAL,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Poecilotriccus capitalis,Black-and-white Tody-Flycatcher,bawtyr1,species,16391.0,BAWT,POCA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Poecilotriccus senex,Buff-cheeked Tody-Flycatcher,buctof1,species,16392.0,BCTF,POSE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Poecilotriccus russatus,Ruddy Tody-Flycatcher,rudtof1,species,16393.0,RTFL RUTF,PORU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Poecilotriccus plumbeiceps,Ochre-faced Tody-Flycatcher,ocftof1,species,16394.0,OFTF,POPL,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Poecilotriccus fumifrons,Smoky-fronted Tody-Flycatcher,smftof1,species,16399.0,SFTF,POFU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Poecilotriccus latirostris,Rusty-fronted Tody-Flycatcher,ruftof1,species,16402.0,RFTF,POLA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Poecilotriccus sylvia,Slate-headed Tody-Flycatcher,shtfly1,species,16410.0,,POSY,SHTF,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Poecilotriccus calopterus,Golden-winged Tody-Flycatcher,gowtof1,species,16416.0,GWTF,POCA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Poecilotriccus pulchellus,Black-backed Tody-Flycatcher,bkbtof1,species,16417.0,BBTF,POPU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Poecilotriccus sp.,Poecilotriccus sp.,poecil1,spuh,16418.0,,,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Taeniotriccus andrei,Black-chested Tyrant,blctyr2,species,16419.0,BCTY,TAAN,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Todirostrum maculatum,Spotted Tody-Flycatcher,sptfly1,species,16422.0,STFL SPTF,TOMA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Todirostrum poliocephalum,Gray-headed Tody-Flycatcher,gyhtof1,species,16428.0,YLTF GHTF,TOPO,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Todirostrum cinereum,Common Tody-Flycatcher,cotfly1,species,16429.0,CTFL,TOCI,COTF,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Todirostrum cinereum [cinereum Group],Common Tody-Flycatcher (cinereum Group),comtof1,issf,16430.0,CTFL COTF,TOCI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,cotfly1,,,tyrann2
Todirostrum cinereum sclateri,Common Tody-Flycatcher (sclateri),comtof2,issf,16438.0,CTFL COTF,TOCI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,cotfly1,,,tyrann2
Todirostrum viridanum,Maracaibo Tody-Flycatcher,matfly1,species,16439.0,MTFL MATF,TOVI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Todirostrum nigriceps,Black-headed Tody-Flycatcher,bhtfly1,species,16440.0,,TONI,BHTF,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Todirostrum pictum,Painted Tody-Flycatcher,patfly1,species,16441.0,PATF PTFL,TOPI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Todirostrum chrysocrotaphum,Yellow-browed Tody-Flycatcher,ybtfly1,species,16442.0,YBTF,TOCH,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Todirostrum sp.,Todirostrum sp.,todiro1,spuh,16448.0,,,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Cnipodectes subbrunneus,Brownish Twistwing,brofly1,species,16449.0,,CNSU,BRTW,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Cnipodectes superrufus,Rufous Twistwing,ruftwi1,species,16452.0,RUTW,CNSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Rhynchocyclus brevirostris,Eye-ringed Flatbill,eyrfla1,species,16453.0,,RHBR,ERFL,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Rhynchocyclus aequinoctialis,Western Olivaceous Flatbill,olifla2,species,16457.0,WOFL,RHAE,OLFL,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Rhynchocyclus aequinoctialis [aequinoctialis Group],Western Olivaceous Flatbill (Western),weofla2,issf,16458.0,OLFL WOFL,RHAE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,olifla2,,,tyrann2
Rhynchocyclus aequinoctialis cryptus,Western Olivaceous Flatbill (Cryptic),weofla1,issf,16465.0,WOFL OLFL,RHAE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,olifla2,,,tyrann2
Rhynchocyclus olivaceus,Eastern Olivaceous Flatbill,olifla3,species,16466.0,EOFL,RHOL,OLFL,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Rhynchocyclus olivaceus guianensis/sordidus,Eastern Olivaceous Flatbill (Guianan),eaofla1,issf,16467.0,EOFL OLFL,RHOL,,Passeriformes,Tyrant Flycatchers,Tyrannidae,olifla3,,,tyrann2
Rhynchocyclus olivaceus olivaceus,Eastern Olivaceous Flatbill (Olivaceous),olifla12,issf,16470.0,EOFL OLFL,RHOL,,Passeriformes,Tyrant Flycatchers,Tyrannidae,olifla3,,,tyrann2
Rhynchocyclus aequinoctialis/olivaceus,Western/Eastern Olivaceous Flatbill,olifla1,slash,16471.0,EOFL WOFL,RHAE RHOL,OLFL,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Rhynchocyclus pacificus,Pacific Flatbill,pacfla1,species,16472.0,PAFL,RHPA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Rhynchocyclus fulvipectus,Fulvous-breasted Flatbill,fubfla1,species,16473.0,FBFL,RHFU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Rhynchocyclus sp.,Rhynchocyclus sp.,flatbi1,spuh,16474.0,,,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tolmomyias sulphurescens,Yellow-olive Flatbill,yeofly1,species,16475.0,,TOSU,YOFL,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tolmomyias sulphurescens cinereiceps,Yellow-olive Flatbill (Gray-headed),yeofly6,issf,16476.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias sulphurescens flavoolivaceus,Yellow-olive Flatbill (Yellow-olive),yeofly7,issf,16477.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias sulphurescens asemus,Yellow-olive Flatbill (asemus),yeofly8,issf,16478.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias sulphurescens confusus,Yellow-olive Flatbill (confusus),yeofly9,issf,16479.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias sulphurescens exortivus,Yellow-olive Flatbill (exortivus),yeofly10,issf,16480.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias sulphurescens berlepschi,Yellow-olive Flatbill (Trinidad),yeofly11,issf,16481.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias sulphurescens cherriei/duidae,Yellow-olive Flatbill (Guianan),yeofly12,issf,16482.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias sulphurescens aequatorialis,Yellow-olive Flatbill (Equatorial),yeofly2,issf,16485.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias sulphurescens peruvianus,Yellow-olive Flatbill (Andes),yeofly4,issf,16486.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias sulphurescens insignis,Yellow-olive Flatbill (Riverine),yeofly3,issf,16487.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias sulphurescens mixtus,Yellow-olive Flatbill (Para),yeofly13,issf,16488.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias sulphurescens inornatus,Yellow-olive Flatbill (inornatus),yeofly14,issf,16489.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias sulphurescens pallescens,Yellow-olive Flatbill (Mato Grosso),yeofly5,issf,16490.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias sulphurescens grisescens,Yellow-olive Flatbill (grisescens),yeofly15,issf,16491.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias sulphurescens sulphurescens,Yellow-olive Flatbill (Sooretama),yeofly16,issf,16492.0,YOFL,TOSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yeofly1,,,tyrann2
Tolmomyias traylori,Orange-eyed Flatbill,orefly1,species,16493.0,OEFL,TOTR,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tolmomyias flavotectus,Yellow-winged Flatbill,yemfly2,species,16494.0,,TOFL,YWFL,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tolmomyias assimilis,Yellow-margined Flatbill,yemfly1,species,16495.0,YMFL,TOAS,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tolmomyias assimilis neglectus,Yellow-margined Flatbill (neglectus),yemfly4,issf,16496.0,YMFL,TOAS,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yemfly1,,,tyrann2
Tolmomyias assimilis examinatus,Yellow-margined Flatbill (examinatus),yemfly5,issf,16497.0,YMFL,TOAS,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yemfly1,,,tyrann2
Tolmomyias assimilis obscuriceps,Yellow-margined Flatbill (obscuriceps),yemfly6,issf,16498.0,YMFL,TOAS,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yemfly1,,,tyrann2
Tolmomyias assimilis [assimilis Group],Yellow-margined Flatbill (assimilis Group),yemfly7,issf,16499.0,YMFL,TOAS,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yemfly1,,,tyrann2
Tolmomyias assimilis sucunduri,Yellow-margined Flatbill (Sucunduri),sucfly1,issf,16503.0,YMFL,TOAS,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yemfly1,,,tyrann2
Tolmomyias assimilis paraensis,Yellow-margined Flatbill (paraensis),yemfly8,issf,16504.0,YMFL,TOAS,,Passeriformes,Tyrant Flycatchers,Tyrannidae,yemfly1,,,tyrann2
Tolmomyias poliocephalus,Gray-crowned Flatbill,gycfly1,species,16505.0,GCFL,TOPO,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tolmomyias viridiceps,Olive-faced Flatbill,yebfly4,species,16509.0,OFFL,TOVI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tolmomyias flaviventris,Ochre-lored Flatbill,yebfly3,species,16513.0,OLFL,TOFL,OLOF,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tolmomyias viridiceps/flaviventris,Olive-faced/Ochre-lored Flatbill,yebfly1,slash,16517.0,OLOF OFFL OLFL,TOVI TOFL,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tolmomyias sp.,Tolmomyias sp.,tolmom1,spuh,16518.0,,,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Pyrrhomyias cinnamomeus,Cinnamon Flycatcher,cinfly2,species,16519.0,CIFL,PYCI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Pyrrhomyias cinnamomeus assimilis,Cinnamon Flycatcher (Santa Marta),cinfly3,issf,16520.0,CIFL,PYCI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,cinfly2,,,tyrann2
Pyrrhomyias cinnamomeus [vieillotioides Group],Cinnamon Flycatcher (Venezuelan),cinfly4,issf,16521.0,CIFL,PYCI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,cinfly2,,,tyrann2
Pyrrhomyias cinnamomeus cinnamomeus/pyrrhopterus,Cinnamon Flycatcher (Andean),cinfly1,issf,16525.0,CIFL,PYCI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,cinfly2,,,tyrann2
Hirundinea ferruginea,Cliff Flycatcher,clifly1,species,16528.0,CLFL,HIFE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Hirundinea ferruginea ferruginea/sclateri,Cliff Flycatcher (Cliff),clifly2,issf,16529.0,CLFL,HIFE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,clifly1,,,tyrann2
Hirundinea ferruginea bellicosa/pallidior,Cliff Flycatcher (Swallow),clifly3,issf,16532.0,CLFL,HIFE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,clifly1,,,tyrann2
Myiotriccus ornatus,Ornate Flycatcher,ornfly1,species,16535.0,ORFL WOFL,MYOR,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Myiotriccus ornatus ornatus/stellatus,Ornate Flycatcher (Western),ornfly2,issf,16536.0,ORFL WOFL,MYOR,,Passeriformes,Tyrant Flycatchers,Tyrannidae,ornfly1,,,tyrann2
Myiotriccus ornatus phoenicurus/aureiventris,Ornate Flycatcher (Eastern),ornfly3,issf,16539.0,ORFL WOFL,MYOR,,Passeriformes,Tyrant Flycatchers,Tyrannidae,ornfly1,,,tyrann2
Nephelomyias pulcher,Handsome Flycatcher,hanfly1,species,16542.0,HAFL,NEPU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Nephelomyias lintoni,Orange-banded Flycatcher,orbfly1,species,16546.0,OBFL,NELI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Nephelomyias ochraceiventris,Ochraceous-breasted Flycatcher,ocbfly2,species,16547.0,OBFL,NEOC,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Ornithion semiflavum,Yellow-bellied Tyrannulet,yebtyr1,species,16548.0,,ORSE,YBTY,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Ornithion brunneicapillus,Brown-capped Tyrannulet,brctyr,species,16549.0,,ORBR,BCTY,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Ornithion inerme,White-lored Tyrannulet,whltyr1,species,16550.0,WLTY,ORIN,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Camptostoma imberbe,Northern Beardless-Tyrannulet,nobtyr,species,16551.0,NBTY,CAIM,NOBT,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Camptostoma imberbe imberbe,Northern Beardless-Tyrannulet (Northern),norbet1,issf,16552.0,NBTY NOBT,CAIM,,Passeriformes,Tyrant Flycatchers,Tyrannidae,nobtyr,,,tyrann2
Camptostoma imberbe thyellophilum,Northern Beardless-Tyrannulet (Yucatan),norbet2,issf,16553.0,NBTY NOBT,CAIM,,Passeriformes,Tyrant Flycatchers,Tyrannidae,nobtyr,,,tyrann2
Camptostoma obsoletum,Southern Beardless-Tyrannulet,sobtyr1,species,16554.0,SBTY,CAOB,SOBT,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Camptostoma obsoletum [flaviventre Group],Southern Beardless-Tyrannulet (Central American),soubet1,issf,16555.0,SOBT SBTY,CAOB,,Passeriformes,Tyrant Flycatchers,Tyrannidae,sobtyr1,,,tyrann2
Camptostoma obsoletum caucae,Southern Beardless-Tyrannulet (Colombian),soubet6,issf,16559.0,SOBT SBTY,CAOB,,Passeriformes,Tyrant Flycatchers,Tyrannidae,sobtyr1,,,tyrann2
Camptostoma obsoletum pusillum,Southern Beardless-Tyrannulet (Caribbean),soubet7,issf,16560.0,SOBT SBTY,CAOB,,Passeriformes,Tyrant Flycatchers,Tyrannidae,sobtyr1,,,tyrann2
Camptostoma obsoletum napaeum/olivaceum,Southern Beardless-Tyrannulet (Amazonian),soubet16,issf,16561.0,SOBT SBTY,CAOB,,Passeriformes,Tyrant Flycatchers,Tyrannidae,sobtyr1,,,tyrann2
Camptostoma obsoletum [sclateri Group],Southern Beardless-Tyrannulet (Peruvian),soubet17,issf,16564.0,SOBT SBTY,CAOB,,Passeriformes,Tyrant Flycatchers,Tyrannidae,sobtyr1,,,tyrann2
Camptostoma obsoletum [obsoletum Group],Southern Beardless-Tyrannulet (Southern),soubet2,issf,16568.0,SOBT SBTY,CAOB,,Passeriformes,Tyrant Flycatchers,Tyrannidae,sobtyr1,,,tyrann2
Suiriri suiriri,Suiriri Flycatcher,suifly1,species,16572.0,SUFL,SUSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Mecocerculus poecilocercus,White-tailed Tyrannulet,whttyr1,species,16576.0,WTTY,MEPO,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Mecocerculus hellmayri,Buff-banded Tyrannulet,bubtyr1,species,16577.0,BBTY,MEHE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Mecocerculus stictopterus,White-banded Tyrannulet,whbtyr1,species,16578.0,WBTY,MEST,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Mecocerculus leucophrys,White-throated Tyrannulet,whttyr2,species,16582.0,WTTY,MELE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Mecocerculus calopterus,Rufous-winged Tyrannulet,ruwtyr1,species,16594.0,RWTY,MECA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Mecocerculus minor,Sulphur-bellied Tyrannulet,subtyr1,species,16595.0,SBTY,MEMI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Anairetes nigrocristatus,Black-crested Tit-Tyrant,bkctit1,species,16596.0,BCTT,ANNI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Anairetes reguloides,Pied-crested Tit-Tyrant,pcttyr1,species,16597.0,PCTT,ANRE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Anairetes alpinus,Ash-breasted Tit-Tyrant,abttyr1,species,16600.0,ABTT,ANAL,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Anairetes [undescribed form],Cocuy Tit-Tyrant (undescribed form),coctit1,form,16603.0,CTTY,,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Anairetes flavirostris,Yellow-billed Tit-Tyrant,ybttyr1,species,16604.0,YBTT,ANFL,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Anairetes parulus,Tufted Tit-Tyrant,tuttyr1,species,16609.0,TTTY TUTT,ANPA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Anairetes fernandezianus,Juan Fernandez Tit-Tyrant,jfttyr1,species,16613.0,JFTT,ANFE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Anairetes sp.,Anairetes sp.,anaire1,spuh,16614.0,,,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Uromyias agilis,Agile Tit-Tyrant,agitit1,species,16615.0,AGTT ATTY,URAG,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Uromyias agraphia,Unstreaked Tit-Tyrant,unstit1,species,16616.0,UNTT UTTY,URAG,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Nesotriccus tumbezanus,Tumbesian Tyrannulet,moctyr6,species,16620.0,TUTY,NETU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Nesotriccus maranonicus,Marañon Tyrannulet,moctyr4,species,16623.0,TUTY MATY,NEMA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Nesotriccus tumbezanus/maranonicus,Tumbesian/Marañon Tyrannulet,y01203,slash,16624.0,TUTY MATY,NETU NEMA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Nesotriccus ridgwayi,Cocos Tyrannulet,cocfly1,species,16625.0,COTY,NERI,COFL,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Nesotriccus murinus,Mouse-colored Tyrannulet,y01204,species,16626.0,NMCT,NEMU,MCTY,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Nesotriccus murinus incomtus/eremonomus,Mouse-colored Tyrannulet (Northern),moctyr7,issf,16627.0,NMCT MCTY,NEMU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,y01204,,,tyrann2
Nesotriccus murinus murinus/wagae,Mouse-colored Tyrannulet (Southern),moctyr3,issf,16630.0,NMCT SMCT MCTY,NEMU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,y01204,,,tyrann2
Nesotriccus sp.,Nesotriccus sp.,moctyr1,spuh,16633.0,,,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Capsiempis flaveola,Yellow Tyrannulet,yeltyr1,species,16634.0,,CAFL,YETY,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Polystictus pectoralis,Bearded Tachuri,beatac1,species,16640.0,BETA,POPE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Polystictus superciliaris,Gray-backed Tachuri,gybtac1,species,16644.0,GBTA,POSU,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Culicivora caudacuta,Sharp-tailed Tyrant,shttyr1,species,16645.0,STGT STTY,CUCA,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Pseudocolopteryx sclateri,Crested Doradito,credor1,species,16646.0,CRDO,PSSC,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Pseudocolopteryx acutipennis,Subtropical Doradito,subdor1,species,16647.0,SUDO,PSAC,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Pseudocolopteryx dinelliana,Dinelli's Doradito,dindor2,species,16648.0,DIDO,PSDI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Pseudocolopteryx flaviventris,Warbling Doradito,wardor1,species,16649.0,WADO,PSFL,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Pseudocolopteryx citreola,Ticking Doradito,ticdor1,species,16650.0,TIDO,PSCI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Pseudocolopteryx flaviventris/citreola,Warbling/Ticking Doradito,y00660,slash,16651.0,WADO TIDO,PSCI PSFL,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Pseudocolopteryx sp.,doradito sp.,doradi1,spuh,16652.0,,,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannulus elatus,Yellow-crowned Tyrannulet,yectyr1,species,16653.0,,TYEL,YCTY,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Myiopagis gaimardii,Forest Elaenia,forela1,species,16654.0,,MYGA,FOEL,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Myiopagis parambae,Choco Elaenia,gryela1,species,16660.0,CGEL CHEL,MYPA,GRAE,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Myiopagis cinerea,Amazonian Elaenia,gryela2,species,16663.0,AMEL AGEL,MYCI,GRAE,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Myiopagis olallai,Foothill Elaenia,fooela1,species,16664.0,FOEL,MYOL,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Myiopagis olallai coopmansi,Foothill Elaenia (Antioquia),fooela3,issf,16665.0,FOEL,MYOL,,Passeriformes,Tyrant Flycatchers,Tyrannidae,fooela1,,,tyrann2
